mq2_now,mq135_now,mq2_delta,mq135_delta,mq2_mean_window,mq135_mean_window,mq2_max_window,mq135_max_window,label
1.32,0.82,0.040000000000000036,0.0,1.2964999999999995,0.8343333333333335,1.33,0.85,SAFE
1.31,0.81,0.010000000000000009,-0.029999999999999916,1.3146666666666669,0.8271666666666668,1.33,0.85,SAFE
1.27,0.81,-0.06000000000000005,-0.019999999999999907,1.305666666666667,0.8115,1.33,0.83,SAFE
1.29,0.83,-0.010000000000000009,0.019999999999999907,1.2896666666666667,0.8168333333333334,1.32,0.84,SAFE
1.33,0.82,0.06000000000000005,0.009999999999999898,1.296166666666667,0.8266666666666667,1.34,0.84,SAFE
1.34,0.82,0.050000000000000044,-0.010000000000000009,1.3205,0.8203333333333334,1.36,0.84,SAFE
1.35,0.83,0.010000000000000009,0.010000000000000009,1.3421666666666667,0.82,1.36,0.83,SAFE
1.34,0.84,-0.010000000000000009,0.029999999999999916,1.3456666666666666,0.8298333333333333,1.36,0.85,SAFE
1.28,0.82,-0.07000000000000006,-0.010000000000000009,1.3291666666666668,0.833,1.35,0.85,SAFE
1.24,0.8,-0.10000000000000009,-0.039999999999999925,1.29,0.8220000000000002,1.34,0.84,SAFE
1.23,0.79,-0.07000000000000006,-0.039999999999999925,1.2466666666666666,0.8063333333333333,1.3,0.84,SAFE
1.21,0.79,-0.020000000000000018,-0.010000000000000009,1.227833333333333,0.7943333333333332,1.25,0.81,SAFE
1.21,0.81,-0.030000000000000027,0.020000000000000018,1.2221666666666664,0.7961666666666668,1.25,0.82,SAFE
1.18,0.81,-0.030000000000000027,0.020000000000000018,1.203166666666667,0.8058333333333335,1.23,0.82,SAFE
1.4,0.77,-0.07000000000000006,0.0,1.4445,0.7706666666666668,1.48,0.78,SAFE
1.38,0.79,-0.09000000000000008,0.030000000000000027,1.411,0.7755,1.47,0.79,SAFE
1.34,0.79,-0.06999999999999984,0.010000000000000009,1.3733333333333333,0.7868333333333333,1.41,0.8,SAFE
1.33,0.78,-0.04999999999999982,-0.020000000000000018,1.3493333333333333,0.7881666666666668,1.38,0.8,SAFE
1.35,0.79,0.0,-0.010000000000000009,1.3555,0.785,1.4,0.8,SAFE
1.32,0.78,-0.020000000000000018,0.010000000000000009,1.351333333333333,0.7830000000000001,1.4,0.8,SAFE
1.3,0.78,-0.050000000000000044,-0.010000000000000009,1.32,0.7775000000000001,1.35,0.8,SAFE
1.28,0.78,-0.050000000000000044,0.0,1.304666666666667,0.78,1.33,0.79,SAFE
1.25,0.78,-0.050000000000000044,-0.010000000000000009,1.2793333333333332,0.783,1.32,0.79,SAFE
1.2,0.76,-0.09000000000000008,-0.030000000000000027,1.2376666666666665,0.7719999999999999,1.29,0.79,SAFE
1.4,0.73,-0.07000000000000006,-0.010000000000000009,1.4515,0.7371666666666665,1.49,0.75,SAFE
1.31,0.81,-0.10999999999999988,-0.029999999999999916,1.3383333333333334,0.8180000000000001,1.42,0.84,SAFE
1.26,0.77,-0.06000000000000005,-0.040000000000000036,1.2993333333333335,0.8020000000000002,1.33,0.82,SAFE
1.2,0.76,-0.1100000000000001,-0.050000000000000044,1.263166666666667,0.7818333333333333,1.31,0.81,SAFE
1.24,0.76,-0.020000000000000018,-0.020000000000000018,1.2371666666666665,0.7669999999999999,1.27,0.79,SAFE
1.41,0.76,0.20999999999999996,0.010000000000000009,1.2635,0.7635,1.42,0.78,SAFE
1.36,0.77,0.1100000000000001,-0.010000000000000009,1.351166666666667,0.7686666666666667,1.44,0.79,SAFE
1.25,0.76,-0.16999999999999993,-0.010000000000000009,1.3568333333333331,0.7683333333333332,1.44,0.79,SAFE
1.2,0.75,-0.16000000000000014,-0.020000000000000018,1.2658333333333331,0.759,1.36,0.77,SAFE
1.37,0.77,-0.08999999999999986,-0.030000000000000027,1.4011666666666664,0.7801666666666668,1.46,0.8,SAFE
1.36,0.8,-0.11999999999999988,-0.029999999999999916,1.4140000000000001,0.8118333333333332,1.48,0.83,SAFE
1.32,0.79,-0.08999999999999986,-0.020000000000000018,1.3599999999999999,0.7971666666666668,1.41,0.82,SAFE
1.3,0.78,-0.06000000000000005,-0.010000000000000009,1.3198333333333332,0.7846666666666667,1.36,0.8,SAFE
1.29,0.77,-0.030000000000000027,-0.010000000000000009,1.293166666666667,0.7735000000000001,1.32,0.8,SAFE
1.28,0.75,-0.010000000000000009,-0.020000000000000018,1.2908333333333333,0.7653333333333332,1.31,0.78,SAFE
1.35,0.77,0.050000000000000044,0.0,1.3054999999999997,0.7635000000000002,1.35,0.78,SAFE
1.39,0.78,0.09999999999999987,0.020000000000000018,1.3523333333333334,0.7686666666666667,1.41,0.79,SAFE
1.34,0.78,-0.020000000000000018,0.020000000000000018,1.3803333333333332,0.7791666666666668,1.41,0.8,SAFE
1.29,0.78,-0.10999999999999988,-0.010000000000000009,1.3388333333333338,0.7820000000000001,1.4,0.8,SAFE
1.27,0.78,-0.08000000000000007,0.0,1.2954999999999999,0.7811666666666669,1.35,0.8,SAFE
1.33,0.81,0.050000000000000044,0.030000000000000027,1.2866666666666666,0.7886666666666667,1.33,0.81,SAFE
1.38,0.8,0.09999999999999987,0.020000000000000018,1.3371666666666664,0.7993333333333332,1.4,0.81,SAFE
0.94,0.76,-0.010000000000000009,0.0,0.951,0.7599999999999999,0.96,0.78,SAFE
0.94,0.76,-0.010000000000000009,0.0,0.9503333333333334,0.7593333333333331,0.96,0.78,SAFE
0.94,0.76,-0.010000000000000009,0.0,0.9469999999999998,0.7604999999999998,0.96,0.78,SAFE
0.94,0.76,0.0,0.010000000000000009,0.9408333333333333,0.7603333333333333,0.96,0.78,SAFE
0.93,0.76,-0.009999999999999898,-0.010000000000000009,0.9354999999999999,0.7591666666666665,0.95,0.78,SAFE
0.94,0.75,0.0,0.0,0.9331666666666665,0.7578333333333334,0.95,0.78,SAFE
0.93,0.75,0.0,-0.010000000000000009,0.9296666666666665,0.7565000000000001,0.94,0.77,SAFE
0.94,0.76,0.009999999999999898,0.0,0.9291666666666666,0.7594999999999998,0.95,0.77,SAFE
0.94,0.77,0.019999999999999907,0.010000000000000009,0.9318333333333333,0.7618333333333333,0.95,0.77,SAFE
0.93,0.76,-0.009999999999999898,0.0,0.9295000000000001,0.7598333333333332,0.95,0.77,SAFE
0.93,0.76,-0.009999999999999898,0.0,0.9248333333333334,0.7591666666666667,0.95,0.77,SAFE
0.93,0.75,0.0,-0.010000000000000009,0.9220000000000002,0.7576666666666666,0.94,0.77,SAFE
0.94,0.77,0.019999999999999907,0.010000000000000009,0.9301666666666668,0.759,0.96,0.77,SAFE
0.93,0.77,0.0,0.010000000000000009,0.9445,0.7631666666666668,0.96,0.77,SAFE
0.97,0.76,0.020000000000000018,0.0,0.9498333333333334,0.7623333333333331,0.97,0.77,SAFE
0.95,0.76,0.010000000000000009,0.0,0.9548333333333333,0.7604999999999998,0.97,0.77,SAFE
0.94,0.76,-0.030000000000000027,-0.010000000000000009,0.9541666666666668,0.7615,0.97,0.77,SAFE
0.94,0.76,0.019999999999999907,0.0,0.9466666666666665,0.7616666666666665,0.96,0.78,SAFE
0.93,0.76,-0.019999999999999907,0.0,0.9416666666666665,0.7611666666666667,0.96,0.78,SAFE
0.94,0.75,0.0,0.0,0.9358333333333332,0.7591666666666665,0.95,0.78,SAFE
0.93,0.77,0.0,0.020000000000000018,0.9298333333333333,0.7578333333333334,0.94,0.78,SAFE
0.93,0.76,0.0,0.010000000000000009,0.9254999999999999,0.7573333333333332,0.94,0.78,SAFE
0.93,0.76,0.0,0.0,0.923,0.7561666666666667,0.94,0.77,SAFE
0.92,0.76,-0.010000000000000009,-0.010000000000000009,0.9201666666666668,0.7556666666666666,0.93,0.77,SAFE
0.92,0.76,-0.010000000000000009,0.0,0.9176666666666665,0.7539999999999999,0.94,0.77,SAFE
0.92,0.75,0.010000000000000009,0.0,0.9151666666666666,0.7525,0.94,0.76,SAFE
0.91,0.75,-0.010000000000000009,-0.010000000000000009,0.9133333333333333,0.7511666666666666,0.93,0.77,SAFE
0.92,0.75,0.010000000000000009,0.0,0.913,0.7518333333333334,0.93,0.77,SAFE
0.92,0.75,0.0,0.010000000000000009,0.9155,0.7536666666666666,0.93,0.77,SAFE
0.91,0.75,0.0,0.0,0.9159999999999999,0.7529999999999999,0.93,0.76,SAFE
0.88,0.75,-0.040000000000000036,0.0,0.9109999999999999,0.7516666666666667,0.93,0.76,SAFE
0.9,0.75,-0.010000000000000009,0.0,0.9081666666666667,0.7515000000000001,0.92,0.76,SAFE
0.92,0.75,0.020000000000000018,0.0,0.9071666666666667,0.7503333333333334,0.92,0.76,SAFE
0.9,0.76,0.0,0.010000000000000009,0.9053333333333333,0.7498333333333334,0.93,0.76,SAFE
0.91,0.75,0.0,0.0,0.9036666666666667,0.7494999999999999,0.93,0.76,SAFE
0.89,0.75,-0.020000000000000018,0.0,0.9021666666666667,0.7483333333333334,0.92,0.77,SAFE
0.91,0.75,0.010000000000000009,0.0,0.9019999999999998,0.748,0.91,0.77,SAFE
0.89,0.76,-0.020000000000000018,0.0,0.9015,0.7494999999999999,0.91,0.76,SAFE
0.91,0.75,0.010000000000000009,-0.010000000000000009,0.9023333333333332,0.7498333333333334,0.92,0.76,SAFE
0.9,0.74,0.0,-0.010000000000000009,0.9041666666666666,0.7485,0.92,0.76,SAFE
0.89,0.74,-0.010000000000000009,-0.010000000000000009,0.902,0.7475000000000002,0.92,0.76,SAFE
0.89,0.75,-0.010000000000000009,0.0,0.8989999999999999,0.7471666666666669,0.91,0.76,SAFE
0.91,0.75,0.010000000000000009,0.0,0.8993333333333332,0.7473333333333335,0.92,0.76,SAFE
0.9,0.75,0.0,0.0,0.9001666666666667,0.7476666666666668,0.92,0.77,SAFE
0.91,0.75,0.010000000000000009,0.0,0.9028333333333333,0.7476666666666668,0.92,0.77,SAFE
0.91,0.75,0.0,0.010000000000000009,0.9073333333333334,0.7471666666666668,0.92,0.76,SAFE
0.91,0.75,-0.010000000000000009,-0.010000000000000009,0.9086666666666666,0.7473333333333334,0.92,0.76,SAFE
0.92,0.74,0.010000000000000009,0.010000000000000009,0.9078333333333333,0.7463333333333335,0.92,0.76,SAFE
0.94,0.75,0.039999999999999925,0.0,0.9163333333333333,0.7465,0.94,0.76,SAFE
1.09,0.74,0.18000000000000005,0.010000000000000009,0.9755000000000001,0.7468333333333335,1.1,0.76,SAFE
1.28,0.83,0.3400000000000001,0.07999999999999996,1.1075000000000002,0.7573333333333333,1.28,0.83,SAFE
1.19,0.86,0.08999999999999986,0.12,1.2274999999999998,0.8013333333333335,1.32,0.86,SAFE
1.09,0.93,-0.20999999999999996,0.12,1.2035000000000002,0.8619999999999999,1.32,0.93,SAFE
1.04,0.93,-0.15999999999999992,0.07000000000000006,1.102666666666667,0.9121666666666666,1.2,0.96,SAFE
1.07,0.87,-0.030000000000000027,-0.050000000000000044,1.0481666666666667,0.9143333333333333,1.1,0.96,SAFE
1.22,0.85,0.17999999999999994,-0.06000000000000005,1.0955000000000001,0.8746666666666667,1.23,0.92,SAFE
1.13,0.85,0.04999999999999982,-0.020000000000000018,1.1689999999999998,0.8535000000000001,1.23,0.87,SAFE
1.06,0.9,-0.15999999999999992,0.040000000000000036,1.14,0.8616666666666666,1.23,0.9,SAFE
1.02,0.95,-0.10000000000000009,0.09999999999999998,1.0701666666666667,0.9016666666666668,1.13,0.95,SAFE
0.98,0.91,-0.08000000000000007,0.010000000000000009,1.0203333333333333,0.9323333333333333,1.06,0.95,SAFE
1.0,0.87,-0.020000000000000018,-0.07999999999999996,1.0021666666666667,0.9093333333333331,1.02,0.95,SAFE
0.98,0.83,-0.010000000000000009,-0.08000000000000007,0.9966666666666665,0.8678333333333335,1.02,0.92,SAFE
1.02,0.83,0.020000000000000018,-0.040000000000000036,0.9896666666666666,0.8404999999999999,1.02,0.87,SAFE
1.03,0.82,0.050000000000000044,-0.010000000000000009,1.0105,0.8285,1.05,0.85,SAFE
1.06,0.83,0.050000000000000044,0.0,1.0446666666666666,0.8228333333333333,1.08,0.83,SAFE
1.05,0.87,0.010000000000000009,0.050000000000000044,1.0583333333333333,0.8329999999999999,1.08,0.87,SAFE
1.0,0.9,-0.06000000000000005,0.07000000000000006,1.0370000000000001,0.8601666666666667,1.07,0.9,SAFE
0.97,0.97,-0.07000000000000006,0.09999999999999998,0.9963333333333334,0.9051666666666666,1.04,0.97,SAFE
0.94,0.99,-0.07000000000000006,0.08999999999999997,0.9676666666666667,0.9571666666666668,1.01,0.99,SAFE
0.93,0.94,-0.039999999999999925,-0.020000000000000018,0.9499999999999998,0.9721666666666666,0.98,1.0,SAFE
0.93,0.88,-0.009999999999999898,-0.12,0.9366666666666666,0.9373333333333335,0.96,1.0,SAFE
0.92,0.84,-0.010000000000000009,-0.09000000000000008,0.9293333333333335,0.8868333333333336,0.95,0.94,SAFE
0.92,0.82,-0.019999999999999907,-0.06000000000000005,0.9230000000000002,0.85,0.95,0.89,SAFE
0.97,0.81,0.05999999999999994,-0.029999999999999916,0.9216666666666666,0.8248333333333335,0.97,0.85,SAFE
1.0,0.79,0.08999999999999997,-0.039999999999999925,0.9581666666666668,0.8075,1.02,0.83,SAFE
1.14,0.86,0.17999999999999994,0.05999999999999994,1.0231666666666666,0.8031666666666667,1.14,0.86,SAFE
1.05,0.9,0.040000000000000036,0.10999999999999999,1.0671666666666664,0.8443333333333332,1.14,0.91,SAFE
1.02,0.91,-0.10000000000000009,0.050000000000000044,1.0528333333333333,0.8969999999999998,1.13,0.93,SAFE
0.98,0.9,-0.050000000000000044,0.0,1.0096666666666665,0.9088333333333333,1.05,0.93,SAFE
0.96,0.89,-0.040000000000000036,-0.020000000000000018,0.9828333333333332,0.8991666666666667,1.01,0.92,SAFE
1.06,0.87,0.08000000000000007,-0.030000000000000027,0.9876666666666666,0.8829999999999999,1.06,0.91,SAFE
1.08,0.86,0.10000000000000009,-0.020000000000000018,1.0423333333333333,0.8771666666666665,1.1,0.9,SAFE
1.08,0.83,0.020000000000000018,-0.050000000000000044,1.078,0.8623333333333333,1.1,0.9,SAFE
1.12,0.84,0.030000000000000027,-0.020000000000000018,1.0866666666666667,0.8365000000000004,1.13,0.87,SAFE
1.06,0.86,-0.010000000000000009,0.030000000000000027,1.0945,0.8403333333333334,1.13,0.86,SAFE
1.04,0.93,-0.08000000000000007,0.10000000000000009,1.0703333333333336,0.8753333333333332,1.12,0.94,SAFE
1.01,0.99,-0.06000000000000005,0.13,1.0276666666666665,0.9253333333333332,1.07,0.99,SAFE
0.97,0.98,-0.06000000000000005,0.04999999999999993,0.9888333333333333,0.9768333333333331,1.03,1.02,SAFE
0.94,0.89,-0.050000000000000044,-0.09999999999999998,0.9618333333333334,0.9646666666666667,0.99,1.02,SAFE
0.93,0.93,-0.039999999999999925,-0.039999999999999925,0.9434999999999999,0.91,0.97,0.97,SAFE
0.95,0.96,0.0,0.06999999999999995,0.9368333333333335,0.9226666666666667,0.95,0.97,SAFE
0.95,0.95,0.019999999999999907,0.010000000000000009,0.9426666666666669,0.9453333333333334,0.96,0.97,SAFE
0.93,0.87,-0.019999999999999907,-0.07999999999999996,0.9395000000000001,0.9221666666666665,0.96,0.95,SAFE
0.93,0.94,-0.009999999999999898,0.0,0.9296666666666665,0.9114999999999999,0.94,0.94,SAFE
1.02,0.88,0.09999999999999998,0.0,0.9511666666666668,0.9166666666666666,1.02,0.95,SAFE
1.12,0.85,0.18000000000000016,-0.08999999999999997,1.0193333333333332,0.8888333333333336,1.12,0.95,SAFE
1.27,0.97,0.25,0.08999999999999997,1.1318333333333332,0.8846666666666666,1.27,0.97,SAFE
1.33,1.05,0.20000000000000018,0.20000000000000007,1.253,0.9788333333333333,1.34,1.11,SAFE
1.17,0.92,-0.07000000000000006,-0.22999999999999987,1.2126666666666668,0.9431666666666666,1.26,1.15,SAFE
1.26,1.03,0.020000000000000018,0.14,1.2108333333333334,0.9450000000000001,1.27,1.08,SAFE
1.28,0.82,0.10000000000000009,-0.12,1.2526666666666666,0.9643333333333336,1.28,1.08,SAFE
1.3,0.85,0.050000000000000044,-0.18000000000000005,1.267166666666667,0.8718333333333335,1.3,1.03,SAFE
1.32,0.8,0.040000000000000036,-0.029999999999999916,1.2946666666666666,0.8361666666666666,1.34,0.87,SAFE
1.35,0.76,0.050000000000000044,-0.08999999999999997,1.3326666666666667,0.8051666666666666,1.36,0.87,SAFE
1.29,0.86,-0.040000000000000036,0.05999999999999994,1.343666666666667,0.7893333333333333,1.37,0.86,SAFE
1.19,0.84,-0.15000000000000013,0.08999999999999997,1.2906666666666669,0.8213333333333335,1.37,0.87,SAFE
1.11,0.89,-0.17999999999999994,0.020000000000000018,1.1921666666666666,0.8400000000000001,1.3,0.89,SAFE
1.09,0.92,-0.09999999999999987,0.09000000000000008,1.1228333333333333,0.8716666666666667,1.2,0.92,SAFE
1.16,0.9,0.04999999999999982,0.010000000000000009,1.1153333333333333,0.9015,1.16,0.92,SAFE
1.24,0.93,0.1399999999999999,0.020000000000000018,1.164333333333333,0.9373333333333334,1.25,1.01,SAFE
1.3,0.77,0.15000000000000013,-0.15000000000000002,1.2413333333333332,0.894,1.32,1.01,SAFE
1.27,0.9,0.050000000000000044,-0.010000000000000009,1.2726666666666666,0.8005,1.32,0.91,SAFE
0.94,0.89,-0.07000000000000006,-0.29999999999999993,0.9811666666666666,1.0,1.02,1.19,SAFE
0.93,0.9,0.040000000000000036,-0.21000000000000008,0.8988333333333334,0.9788333333333333,0.93,1.11,SAFE
0.98,0.9,0.07999999999999996,-0.05999999999999994,0.9269999999999998,0.9113333333333332,0.98,0.96,SAFE
0.95,0.9,0.029999999999999916,0.0,0.9641666666666667,0.9053333333333333,1.01,0.93,SAFE
0.95,0.9,-0.030000000000000027,0.0,0.9666666666666667,0.8991666666666666,1.01,0.92,SAFE
0.93,0.98,-0.029999999999999916,0.05999999999999994,0.9408333333333333,0.9158333333333333,0.97,0.99,SAFE
0.9,1.12,-0.030000000000000027,0.22000000000000008,0.9199999999999999,0.9891666666666666,0.95,1.12,SAFE
0.89,1.0,-0.040000000000000036,-0.1100000000000001,0.9095000000000001,1.0243333333333333,0.94,1.11,SAFE
0.89,0.99,-0.010000000000000009,0.030000000000000027,0.8966666666666667,0.9994999999999999,0.91,1.08,SAFE
0.96,0.75,-0.010000000000000009,0.020000000000000018,0.965,0.7253333333333332,0.98,0.75,SAFE
0.96,0.72,-0.010000000000000009,-0.010000000000000009,0.9603333333333333,0.7294999999999998,0.97,0.75,SAFE
0.93,0.72,-0.039999999999999925,-0.020000000000000018,0.9546666666666666,0.7284999999999999,0.97,0.74,SAFE
