timestamp,mq2,mq135
27.867,0.930,0.760
27.962,0.930,0.760
28.059,0.940,0.760
28.152,0.930,0.760
28.278,0.940,0.760
28.342,0.940,0.760
28.457,0.920,0.760
28.551,0.930,0.760
28.645,0.940,0.760
28.766,0.940,0.760
28.886,0.930,0.760
28.998,0.930,0.770
29.088,0.930,0.760
29.203,0.930,0.760
29.335,0.930,0.750
29.426,0.930,0.750
29.546,0.920,0.760
29.662,0.930,0.760
29.766,0.940,0.760
29.855,0.930,0.760
29.947,0.930,0.760
30.039,0.930,0.760
30.165,0.930,0.760
30.251,0.930,0.770
30.344,0.940,0.760
30.441,0.950,0.770
30.534,0.930,0.760
30.655,0.940,0.760
30.743,0.940,0.760
30.855,0.930,0.760
30.968,0.930,0.770
31.090,0.930,0.760
31.204,0.930,0.760
31.318,0.920,0.760
31.440,0.940,0.770
31.547,0.940,0.760
31.633,0.930,0.760
31.752,0.930,0.750
31.848,0.930,0.760
31.959,0.920,0.760
32.062,0.920,0.750
32.146,0.930,0.760
32.273,0.930,0.750
32.342,0.930,0.760
32.433,0.930,0.760
32.524,0.950,0.770
32.643,0.920,0.760
32.794,0.930,0.760
32.874,0.930,0.760
32.966,0.920,0.750
33.085,0.920,0.760
33.208,0.920,0.770
33.315,0.920,0.750
33.443,0.930,0.760
33.537,0.920,0.770
33.656,0.930,0.760
33.747,0.930,0.760
33.845,0.920,0.750
33.933,0.930,0.760
34.073,0.920,0.770
34.161,0.920,0.740
34.238,0.920,0.750
34.346,0.920,0.760
34.439,0.930,0.770
34.546,0.930,0.760
34.646,0.930,0.760
34.732,0.930,0.760
34.852,0.920,0.760
34.967,0.920,0.760
35.087,0.930,0.760
35.207,0.930,0.760
35.322,0.940,0.770
35.406,0.920,0.760
35.522,0.920,0.760
35.628,0.920,0.750
35.750,0.910,0.760
35.839,0.920,0.760
35.933,0.920,0.760
36.055,0.920,0.750
36.120,0.930,0.770
36.238,0.920,0.770
36.344,0.910,0.750
36.429,0.910,0.760
36.524,0.920,0.760
36.618,0.930,0.760
36.747,0.920,0.750
36.839,0.930,0.770
36.958,0.930,0.760
37.084,0.920,0.760
37.173,0.920,0.760
37.284,0.920,0.750
37.414,0.920,0.750
37.533,0.920,0.770
37.624,0.930,0.760
37.744,0.930,0.760
37.837,0.920,0.760
37.943,0.930,0.760
38.016,0.930,0.760
38.132,0.930,0.760
38.236,0.920,0.760
38.327,0.910,0.750
38.419,0.920,0.760
38.547,0.920,0.760
38.617,0.920,0.760
38.736,0.920,0.760
38.856,0.920,0.750
38.944,0.920,0.750
39.058,0.920,0.750
39.173,0.910,0.750
39.301,0.910,0.750
39.389,0.920,0.750
39.501,0.920,0.760
39.623,0.920,0.760
39.732,0.910,0.760
39.813,0.920,0.760
39.932,0.920,0.750
40.030,0.910,0.750
40.124,0.920,0.760
40.220,0.930,0.750
40.311,0.930,0.760
40.430,0.930,0.760
40.505,0.920,0.750
40.602,0.920,0.750
40.726,0.930,0.760
40.846,0.930,0.750
40.939,0.930,0.760
41.058,0.930,0.750
41.174,0.930,0.760
41.279,0.930,0.760
41.395,0.930,0.760
41.497,0.930,0.760
41.613,0.930,0.760
41.751,0.930,0.760
41.842,0.930,0.760
41.908,0.940,0.760
42.027,0.930,0.770
42.118,0.930,0.760
42.211,0.950,0.770
42.313,0.950,0.770
42.406,0.930,0.760
42.499,0.940,0.760
42.619,0.940,0.750
42.708,0.940,0.760
42.822,0.940,0.760
42.934,0.950,0.760
43.059,0.940,0.760
43.179,0.950,0.760
43.303,0.940,0.770
43.378,0.940,0.770
43.493,0.940,0.770
43.631,0.960,0.770
43.729,0.950,0.760
43.828,0.960,0.760
43.917,0.950,0.770
44.034,0.940,0.770
44.109,0.950,0.760
44.204,0.950,0.760
44.294,0.950,0.760
44.402,0.960,0.770
44.490,0.960,0.770
44.609,0.950,0.770
44.729,0.960,0.760
44.841,0.950,0.760
44.927,0.950,0.770
45.047,0.950,0.760
45.176,0.950,0.760
45.267,0.960,0.770
45.372,0.960,0.770
45.515,0.950,0.760
45.633,0.950,0.760
45.697,0.950,0.760
45.819,0.940,0.770
45.920,0.950,0.760
46.009,0.950,0.760
46.104,0.950,0.770
46.190,0.940,0.770
46.316,0.940,0.760
46.411,0.950,0.760
46.508,0.940,0.760
46.606,0.950,0.760
46.724,0.950,0.750
46.819,0.950,0.770
46.960,0.940,0.770
47.048,0.960,0.770
47.168,0.930,0.770
47.263,0.940,0.760
47.392,0.930,0.760
47.482,0.940,0.760
47.600,0.940,0.760
47.709,0.950,0.760
47.801,0.940,0.750
47.893,0.950,0.760
48.012,0.940,0.760
48.153,0.950,0.750
48.192,0.940,0.760
48.311,0.940,0.770
48.404,0.940,0.770
48.493,0.940,0.760
48.588,0.940,0.760
48.707,0.960,0.760
48.810,0.960,0.760
48.932,0.950,0.760
49.051,0.960,0.770
49.142,0.950,0.760
